scope	path	kind	said_sha256	said_bkp_sha256	said_old_sha256	relation	canonical_role	behavioral_relevance
top-level	MBAK.COM	other	ad6af7451ab25ba2e3dc1201412fbb5a32cc4e32c3d57e4227472b2a97376da2	ad6af7451ab25ba2e3dc1201412fbb5a32cc4e32c3d57e4227472b2a97376da2	ad6af7451ab25ba2e3dc1201412fbb5a32cc4e32c3d57e4227472b2a97376da2	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	Makefile	build-recipe	cda8acdf3804e5c87b4f0abb7e91d7b07a2ae94f32a246ce5026534a79c2e4c9	79bd1787aec11844eb1624febb4f29a28780a767dfe574f01804247ccadbf80b	cda8acdf3804e5c87b4f0abb7e91d7b07a2ae94f32a246ce5026534a79c2e4c9	said-and-said_old-identical	active-build-provenance	high-build-only
top-level	Makefile_orig	build-recipe	a31885e83ec28c925e1fb3cb633791caec1cf3102cb43de2f537a6a12e360d67	a31885e83ec28c925e1fb3cb633791caec1cf3102cb43de2f537a6a12e360d67	a31885e83ec28c925e1fb3cb633791caec1cf3102cb43de2f537a6a12e360d67	identical-all-three	active-build-provenance	none-no-variant-delta
top-level	NEWDAT.DAT	dataset	f8de92fb24d65096c56f73b8eeb995b94a8b02e3420e2069285afcb9bed6af30	f8de92fb24d65096c56f73b8eeb995b94a8b02e3420e2069285afcb9bed6af30	f8de92fb24d65096c56f73b8eeb995b94a8b02e3420e2069285afcb9bed6af30	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	NNAMP.DAT	dataset	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	NNPRFD.DAT	dataset	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	NNSOL.USR	other	ffdb10c67e035f1cad13b37f52f43eb9819c38b2d7479a27ac26c928641abebb	ffdb10c67e035f1cad13b37f52f43eb9819c38b2d7479a27ac26c928641abebb	ffdb10c67e035f1cad13b37f52f43eb9819c38b2d7479a27ac26c928641abebb	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	PDESOL.USR	other	ffa94608e990fca3db22398bcb2f02915a4153f76ceb01147a220f64355a2361	ffa94608e990fca3db22398bcb2f02915a4153f76ceb01147a220f64355a2361	ffa94608e990fca3db22398bcb2f02915a4153f76ceb01147a220f64355a2361	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	PIDSOL.USR	other	507f540435d6e76a35baa3035f1782579eaf15b1580a77a58477085299c2545f	507f540435d6e76a35baa3035f1782579eaf15b1580a77a58477085299c2545f	507f540435d6e76a35baa3035f1782579eaf15b1580a77a58477085299c2545f	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	PNAMP.DAT	dataset	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	PNSOL.USR	other	bdbb130b6de55aa7b1c89b12bc3be167bdf7a746c68011e1d5e42563d905d1c9	bdbb130b6de55aa7b1c89b12bc3be167bdf7a746c68011e1d5e42563d905d1c9	bdbb130b6de55aa7b1c89b12bc3be167bdf7a746c68011e1d5e42563d905d1c9	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	PRMC.DAT	dataset	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	PRSEA.DAT	dataset	754c7431962fbfd97a310649aa14dd250f79a59792bbd5fff6d834a45c0f2f26	754c7431962fbfd97a310649aa14dd250f79a59792bbd5fff6d834a45c0f2f26	754c7431962fbfd97a310649aa14dd250f79a59792bbd5fff6d834a45c0f2f26	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	PRSOL.USR	other	bad26a5a529dfe79280668cdf2ea3186b53637bc03686ad067d30a42ccc12605	bad26a5a529dfe79280668cdf2ea3186b53637bc03686ad067d30a42ccc12605	bad26a5a529dfe79280668cdf2ea3186b53637bc03686ad067d30a42ccc12605	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	README_RLW	other	ab6f2a289bb57c440ea0baed6c69b433f1d079528953f1b6dce8356853c8f861	ab6f2a289bb57c440ea0baed6c69b433f1d079528953f1b6dce8356853c8f861	ab6f2a289bb57c440ea0baed6c69b433f1d079528953f1b6dce8356853c8f861	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	RF.DAMP	other	a16152976f5da43507218b9da4549ef704ecac38ac02ad3ce4d7bb124d1b6e0b	a16152976f5da43507218b9da4549ef704ecac38ac02ad3ce4d7bb124d1b6e0b	a16152976f5da43507218b9da4549ef704ecac38ac02ad3ce4d7bb124d1b6e0b	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	SAID.DS	other	a0b6f20af6b4edb1dbd0f40de4b4fcf26b9f77a478ab0162f1a94236af87431c	a0b6f20af6b4edb1dbd0f40de4b4fcf26b9f77a478ab0162f1a94236af87431c	a0b6f20af6b4edb1dbd0f40de4b4fcf26b9f77a478ab0162f1a94236af87431c	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	SAID.LOG	other	b47c70ea946b985a29d656fffa4ea43d76bbb6da899a25f937847cdc125f25e9	b47c70ea946b985a29d656fffa4ea43d76bbb6da899a25f937847cdc125f25e9	b47c70ea946b985a29d656fffa4ea43d76bbb6da899a25f937847cdc125f25e9	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	SAID.PCT	dataset	360bd13aaddc8ecadfc85a0ab09d8c2b3f7e6531ddb8e1a3bebe19a088cd8d1b	360bd13aaddc8ecadfc85a0ab09d8c2b3f7e6531ddb8e1a3bebe19a088cd8d1b	360bd13aaddc8ecadfc85a0ab09d8c2b3f7e6531ddb8e1a3bebe19a088cd8d1b	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	SAID.PS	other	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	SAID.TMP	dataset	81619960de60903bc6dc9fd3739c924c413ab165f7244ea044e319c545e0c187	81619960de60903bc6dc9fd3739c924c413ab165f7244ea044e319c545e0c187	81619960de60903bc6dc9fd3739c924c413ab165f7244ea044e319c545e0c187	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	SAID.TXT	other	3946b70c04f1a459bbce373356dcf4a90da92a284deecccbc0f6e49f1483ae7b	3946b70c04f1a459bbce373356dcf4a90da92a284deecccbc0f6e49f1483ae7b	3946b70c04f1a459bbce373356dcf4a90da92a284deecccbc0f6e49f1483ae7b	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	TPR	other	6c2707d7984a62af33c900094e79fda20be4be6368e0a9e789039c9e04b3bf35	6c2707d7984a62af33c900094e79fda20be4be6368e0a9e789039c9e04b3bf35	6c2707d7984a62af33c900094e79fda20be4be6368e0a9e789039c9e04b3bf35	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	cmmwp.f	fortran-source	92ff47f9c0d9ed0bccdd3aa71e860a38fca80157e36a215758bcf0230eea19e0	92ff47f9c0d9ed0bccdd3aa71e860a38fca80157e36a215758bcf0230eea19e0	92ff47f9c0d9ed0bccdd3aa71e860a38fca80157e36a215758bcf0230eea19e0	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	cmmwp.f-110401	other	8e457a8ace78fecc0da823f680a3f63dfa9f3570a6037070421d8674928e7db9	8e457a8ace78fecc0da823f680a3f63dfa9f3570a6037070421d8674928e7db9	8e457a8ace78fecc0da823f680a3f63dfa9f3570a6037070421d8674928e7db9	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	cmmwp.o	generated-object	bec83db68c1b03838911798238441ce32df330e3c17e650ba343ef196c263df9	5f9c799403a7c6218d4d7fce03ddf6550cfb75bc97ad6f4e6977572bc3dbeacb	bec83db68c1b03838911798238441ce32df330e3c17e650ba343ef196c263df9	said-and-said_old-identical	generated-evidence-not-source	low-generated
top-level	cmprnt.f	fortran-source	7c716b311af1c7f4813bec901685f9c653647a9a89b4e1e45916ddb7e1d156e3	7c716b311af1c7f4813bec901685f9c653647a9a89b4e1e45916ddb7e1d156e3	7c716b311af1c7f4813bec901685f9c653647a9a89b4e1e45916ddb7e1d156e3	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	cmprnt.o	generated-object	497d9971c76849e7ec8dc765f486283566d444f1a6ef6d9b7b71da3fdf9c0423	c37999a0bfa889d550343aed4867a8fa76ae673badd0b7d34bdd2fcf78cfdd6a	497d9971c76849e7ec8dc765f486283566d444f1a6ef6d9b7b71da3fdf9c0423	said-and-said_old-identical	generated-evidence-not-source	low-generated
top-level	cnlpw.f	fortran-source	a3320ed69103d5138097bd8c772e410dc08b032012182e567d3f9e15de51bf5b	a3320ed69103d5138097bd8c772e410dc08b032012182e567d3f9e15de51bf5b	a3320ed69103d5138097bd8c772e410dc08b032012182e567d3f9e15de51bf5b	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	cnlpw.o	generated-object	8d3e74e9703154ad38ba0a10673f85716dcbf007e7169c4b2377e0b2215fb164	76aebf23358649191b245f096ae8760e2e8d67322aa84a40fac43e90576c5b7b	8d3e74e9703154ad38ba0a10673f85716dcbf007e7169c4b2377e0b2215fb164	said-and-said_old-identical	generated-evidence-not-source	low-generated
code-archive	code-archive/nn1.f-orig-2011.02.24	other	2dd0719d289e961b4a80ee1c49973d5bb6ef3a588de51894d0d4f51ce14869f0	2dd0719d289e961b4a80ee1c49973d5bb6ef3a588de51894d0d4f51ce14869f0	2dd0719d289e961b4a80ee1c49973d5bb6ef3a588de51894d0d4f51ce14869f0	identical-all-three	historical-source-evidence	medium-historical-comparison
code-archive	code-archive/prsd.f-2011.03.11-orig	other	152d6f88e4fd82c5f3409c655b224848a35c74fdfba670a724ee2b886c30aeb0	152d6f88e4fd82c5f3409c655b224848a35c74fdfba670a724ee2b886c30aeb0	152d6f88e4fd82c5f3409c655b224848a35c74fdfba670a724ee2b886c30aeb0	identical-all-three	historical-source-evidence	medium-historical-comparison
top-level	crap	other	6ca6225ad1d10133f583598a63f31fd8455b91635da8bf4c2bd9ed645d7e98db	6ca6225ad1d10133f583598a63f31fd8455b91635da8bf4c2bd9ed645d7e98db	6ca6225ad1d10133f583598a63f31fd8455b91635da8bf4c2bd9ed645d7e98db	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	crap.for	fortran-source	590d9a101dc7b14244e843bcaeb82250000f0521fb0c3b66c80980259a2aab78	590d9a101dc7b14244e843bcaeb82250000f0521fb0c3b66c80980259a2aab78	590d9a101dc7b14244e843bcaeb82250000f0521fb0c3b66c80980259a2aab78	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	eprsd	other	c3842fc417df66f3e95770779299444f1b070f2a21e4989ad1fd4a81f12b06d1	c3842fc417df66f3e95770779299444f1b070f2a21e4989ad1fd4a81f12b06d1	c3842fc417df66f3e95770779299444f1b070f2a21e4989ad1fd4a81f12b06d1	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	eprsd.f	fortran-source	92998b8874a91916af07849827c3d512d8f6159a4ed6d737419e206266e15850	92998b8874a91916af07849827c3d512d8f6159a4ed6d737419e206266e15850	92998b8874a91916af07849827c3d512d8f6159a4ed6d737419e206266e15850	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	eprsd2.f	fortran-source	27b320fb0aa25a47b128a9e17602d14354ab4ce091f43fc656cdd5e6cf5b7e38	27b320fb0aa25a47b128a9e17602d14354ab4ce091f43fc656cdd5e6cf5b7e38	27b320fb0aa25a47b128a9e17602d14354ab4ce091f43fc656cdd5e6cf5b7e38	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	eprsetup	other	7a10d2b405ec5792d05ec497ea2775ff4e36fc0f3ae2891be0801b29b9272255	7a10d2b405ec5792d05ec497ea2775ff4e36fc0f3ae2891be0801b29b9272255	7a10d2b405ec5792d05ec497ea2775ff4e36fc0f3ae2891be0801b29b9272255	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	eprsetup.for	fortran-source	81302b0522cf49facbcc5a831cc7a528931bfdf8f438fe0935d5e36766f74eed	81302b0522cf49facbcc5a831cc7a528931bfdf8f438fe0935d5e36766f74eed	81302b0522cf49facbcc5a831cc7a528931bfdf8f438fe0935d5e36766f74eed	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	epru.a	generated-object	a278f2ee540ca2a4180d1a3e4a67a6573f7f3b99b6f807a9f0194e27fc89776c	a278f2ee540ca2a4180d1a3e4a67a6573f7f3b99b6f807a9f0194e27fc89776c	a278f2ee540ca2a4180d1a3e4a67a6573f7f3b99b6f807a9f0194e27fc89776c	identical-all-three	generated-evidence-not-source	low-generated
top-level	epru.f	fortran-source	5e5b320215282decbea3d1c44d1dabc140bf51957d14fa1137bb8395fb07ebe5	5e5b320215282decbea3d1c44d1dabc140bf51957d14fa1137bb8395fb07ebe5	5e5b320215282decbea3d1c44d1dabc140bf51957d14fa1137bb8395fb07ebe5	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	fort.1320	other	a02763ca6901c7d5b39f700617ea35593119d4ebcf399ceb27362c516c4951df	a02763ca6901c7d5b39f700617ea35593119d4ebcf399ceb27362c516c4951df	a02763ca6901c7d5b39f700617ea35593119d4ebcf399ceb27362c516c4951df	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	fort.320	other	2c07636a9628bb5294e725169a2ef5fcd1d6e4b00397f1b244ced07f6c3c537a	2c07636a9628bb5294e725169a2ef5fcd1d6e4b00397f1b244ced07f6c3c537a	2c07636a9628bb5294e725169a2ef5fcd1d6e4b00397f1b244ced07f6c3c537a	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	fort.7	other	cb95a6bb17364a3b217afe9035238e31e87f726dbd7ad0dbd8ea2b8aed3c3e5d	cb95a6bb17364a3b217afe9035238e31e87f726dbd7ad0dbd8ea2b8aed3c3e5d	cb95a6bb17364a3b217afe9035238e31e87f726dbd7ad0dbd8ea2b8aed3c3e5d	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	gettm.f	fortran-source	7949d65c50caee497dcdd3a13b3ac5e398ae1da16981a5395715105afa0a62b2	7949d65c50caee497dcdd3a13b3ac5e398ae1da16981a5395715105afa0a62b2	7949d65c50caee497dcdd3a13b3ac5e398ae1da16981a5395715105afa0a62b2	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	gettm.o	generated-object	ece5798d3dcc3dbe96947f7f1c0838ebf9567ba374c2f9a731203eaba5047828	ec947ee26b1089227ea8319defc0f2e856ea814dcfeaf1b10cb8a831fa4f0cd6	ece5798d3dcc3dbe96947f7f1c0838ebf9567ba374c2f9a731203eaba5047828	said-and-said_old-identical	generated-evidence-not-source	low-generated
top-level	gplot.a	generated-object	3fd4254005b4efb42fa11dbc7c24f99acfaf922347ba8c7495fcf942ccccc459	3fd4254005b4efb42fa11dbc7c24f99acfaf922347ba8c7495fcf942ccccc459	3fd4254005b4efb42fa11dbc7c24f99acfaf922347ba8c7495fcf942ccccc459	identical-all-three	generated-evidence-not-source	low-generated
top-level	junk.x	other	cf19885901496a9d67fb936f00512a1ff5db7cb0f356b89ca5b0cfc567399e1a	cf19885901496a9d67fb936f00512a1ff5db7cb0f356b89ca5b0cfc567399e1a	cf19885901496a9d67fb936f00512a1ff5db7cb0f356b89ca5b0cfc567399e1a	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	klfit.f	fortran-source	b2372f9dafceca606092541246a8da28a0a62d0be3d7151daecdaf10abc52c9d	b2372f9dafceca606092541246a8da28a0a62d0be3d7151daecdaf10abc52c9d	b2372f9dafceca606092541246a8da28a0a62d0be3d7151daecdaf10abc52c9d	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	knsd	other	064a7fe51e3c2d4c2a8c12be0254c68491d01c3b12db8eeac93657c6d8d79e20	064a7fe51e3c2d4c2a8c12be0254c68491d01c3b12db8eeac93657c6d8d79e20	064a7fe51e3c2d4c2a8c12be0254c68491d01c3b12db8eeac93657c6d8d79e20	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	knsd.f	fortran-source	4a6feaf65fd1a101edd169307721cbeeda8eaab8191592efbd4564280e5f4e62	4a6feaf65fd1a101edd169307721cbeeda8eaab8191592efbd4564280e5f4e62	4a6feaf65fd1a101edd169307721cbeeda8eaab8191592efbd4564280e5f4e62	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	kos.f90	fortran-source	7c7c90003d86ca601bf742b6c9de181b19ac9e9d4f30db3d21e615fa29862d08	7c7c90003d86ca601bf742b6c9de181b19ac9e9d4f30db3d21e615fa29862d08	7c7c90003d86ca601bf742b6c9de181b19ac9e9d4f30db3d21e615fa29862d08	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	kos.o	generated-object	51ba18e05c9c44b08fb7457de2f12586bb45180714bc95a0c1c0458c8643d9e9	8511ac6cc36c00ade573f81a76fc5e2cbc3271bfc205558e1f8413f64c9c631d	51ba18e05c9c44b08fb7457de2f12586bb45180714bc95a0c1c0458c8643d9e9	said-and-said_old-identical	generated-evidence-not-source	low-generated
top-level	ku14a.dat	dataset	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	libxz.a	generated-object	bf79b01be139b46c4c27db3ec839a8f237ce05e9639561bc1db0789a1e80206c	bf79b01be139b46c4c27db3ec839a8f237ce05e9639561bc1db0789a1e80206c	bf79b01be139b46c4c27db3ec839a8f237ce05e9639561bc1db0789a1e80206c	identical-all-three	generated-evidence-not-source	low-generated
top-level	maid.for	fortran-source	ff2d444740d4a452be014130693fa8c1b04ba8ec840144dd0a290d86b8cb97c1	ff2d444740d4a452be014130693fa8c1b04ba8ec840144dd0a290d86b8cb97c1	ff2d444740d4a452be014130693fa8c1b04ba8ec840144dd0a290d86b8cb97c1	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	mjl2cpw.f90	fortran-source	3b857dcd7192c8a3237809f8572e4664d56c603512c04f4d5d94e1731413d8ca	3b857dcd7192c8a3237809f8572e4664d56c603512c04f4d5d94e1731413d8ca	3b857dcd7192c8a3237809f8572e4664d56c603512c04f4d5d94e1731413d8ca	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	mjl2cpw.o	generated-object	b605e2c691eddd140cdd071acb3b02214599a976ada2b5ef908b1daf6132809a	833780c31b483eac15b8ea1720e49d9c6bd715fad28ecf0f5b8fcf1e3c3246af	b605e2c691eddd140cdd071acb3b02214599a976ada2b5ef908b1daf6132809a	said-and-said_old-identical	generated-evidence-not-source	low-generated
build-archive	mk-archive/mkC.ksh	other	82b17b71759c3be1b7e792bf42b2a12122a2bb295f08838af8aebc63227cdf56	82b17b71759c3be1b7e792bf42b2a12122a2bb295f08838af8aebc63227cdf56	82b17b71759c3be1b7e792bf42b2a12122a2bb295f08838af8aebc63227cdf56	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkS-f77.ksh	other	94bb1d4bc4f44955d3b8d34ea659e8652ecfd5eba3d12fe9a1f55911c0064e37	94bb1d4bc4f44955d3b8d34ea659e8652ecfd5eba3d12fe9a1f55911c0064e37	94bb1d4bc4f44955d3b8d34ea659e8652ecfd5eba3d12fe9a1f55911c0064e37	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkS-g77.ksh	other	4802d6ddc377755466f739d1fa92e0307e4b55f96b85e0894e1dab3c2be77ffe	4802d6ddc377755466f739d1fa92e0307e4b55f96b85e0894e1dab3c2be77ffe	4802d6ddc377755466f739d1fa92e0307e4b55f96b85e0894e1dab3c2be77ffe	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkS.sh	script	a54babd120e27bd60468e631500743a081fd8c6c8e38dd6bf7068fb0a4ab5195	a54babd120e27bd60468e631500743a081fd8c6c8e38dd6bf7068fb0a4ab5195	a54babd120e27bd60468e631500743a081fd8c6c8e38dd6bf7068fb0a4ab5195	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkSR.ksh	other	17dd530d5219502be7f1db5dfc1904683cc33fdd1b16152c743af3263e046cdf	17dd530d5219502be7f1db5dfc1904683cc33fdd1b16152c743af3263e046cdf	17dd530d5219502be7f1db5dfc1904683cc33fdd1b16152c743af3263e046cdf	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkSX.ksh	other	d8414e4f0abdaff337cae24187ecbd05ce1ab9706eea1a28aacc0121e633848e	d8414e4f0abdaff337cae24187ecbd05ce1ab9706eea1a28aacc0121e633848e	d8414e4f0abdaff337cae24187ecbd05ce1ab9706eea1a28aacc0121e633848e	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkcrap	other	8bd790ebafb13a0a3ac985f2a7f995379bb8a17d6d85c21d79255a2cd211ab84	8bd790ebafb13a0a3ac985f2a7f995379bb8a17d6d85c21d79255a2cd211ab84	8bd790ebafb13a0a3ac985f2a7f995379bb8a17d6d85c21d79255a2cd211ab84	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkcrapx	other	62a2cc329ca4e8fca3790bedcc144bafb3967298557bfdec23a95228d3b007c0	62a2cc329ca4e8fca3790bedcc144bafb3967298557bfdec23a95228d3b007c0	62a2cc329ca4e8fca3790bedcc144bafb3967298557bfdec23a95228d3b007c0	identical-all-three	historical-build-evidence	none-no-variant-delta
build-archive	mk-archive/mkeprsd	other	05d677d0e7c988ef3ef10a6c3ae7097bb5f3abc62e3ccb327c34168c77b700d9	05d677d0e7c988ef3ef10a6c3ae7097bb5f3abc62e3ccb327c34168c77b700d9	05d677d0e7c988ef3ef10a6c3ae7097bb5f3abc62e3ccb327c34168c77b700d9	identical-all-three	historical-build-evidence	none-no-variant-delta
top-level	mkS.ksh	other	981c2235060d2a9af245c6fcad689acda42022bed9c3b535e3d2945e65b3eb47	981c2235060d2a9af245c6fcad689acda42022bed9c3b535e3d2945e65b3eb47	981c2235060d2a9af245c6fcad689acda42022bed9c3b535e3d2945e65b3eb47	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	mkSS.ksh	other	592541a758a6d454e4dac710baded46eb4801f18243960823a20b6b962784e99	592541a758a6d454e4dac710baded46eb4801f18243960823a20b6b962784e99	592541a758a6d454e4dac710baded46eb4801f18243960823a20b6b962784e99	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	mkXtar	other	62bd1489027d8ca8023dab5b0db8e2b715b0f51cd122554fb93a28a56a343de5	62bd1489027d8ca8023dab5b0db8e2b715b0f51cd122554fb93a28a56a343de5	62bd1489027d8ca8023dab5b0db8e2b715b0f51cd122554fb93a28a56a343de5	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	mksaidopen	other	bab0e7e6c0e22cf5ad71b124eec3285be457799b2658396f7720e7f23dfa432f	bab0e7e6c0e22cf5ad71b124eec3285be457799b2658396f7720e7f23dfa432f	bab0e7e6c0e22cf5ad71b124eec3285be457799b2658396f7720e7f23dfa432f	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	nn.f	fortran-source	22e623b484449a59c03dd4dd3603c706d626cce362ba87ed2fb22a5a2c3420e1	22e623b484449a59c03dd4dd3603c706d626cce362ba87ed2fb22a5a2c3420e1	22e623b484449a59c03dd4dd3603c706d626cce362ba87ed2fb22a5a2c3420e1	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	nn1.f	fortran-source	c8489e06897afa6cdd4de57ea1efd6b4754d40318e96b719939cb557d831468d	c8489e06897afa6cdd4de57ea1efd6b4754d40318e96b719939cb557d831468d	c8489e06897afa6cdd4de57ea1efd6b4754d40318e96b719939cb557d831468d	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	nnsd	other	c5d1a635cd33cfcdb6ca207bbe5f3f7034b68c944e4012db814e8f8db4df24ff	c5d1a635cd33cfcdb6ca207bbe5f3f7034b68c944e4012db814e8f8db4df24ff	c5d1a635cd33cfcdb6ca207bbe5f3f7034b68c944e4012db814e8f8db4df24ff	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	nnu.f	fortran-source	7eeb3a41a4af39aa3a556728ab74616d14c57fe4be8abb4d88f23f48db6fdb58	7eeb3a41a4af39aa3a556728ab74616d14c57fe4be8abb4d88f23f48db6fdb58	7eeb3a41a4af39aa3a556728ab74616d14c57fe4be8abb4d88f23f48db6fdb58	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	pdesaid.f	fortran-source	97dde4468a68c92e68f7759477e9f9c0a2f1dcb91c1fcdbf5662e165c702e940	97dde4468a68c92e68f7759477e9f9c0a2f1dcb91c1fcdbf5662e165c702e940	97dde4468a68c92e68f7759477e9f9c0a2f1dcb91c1fcdbf5662e165c702e940	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	pdesd	other	a2aa3815647cc73814b6af9566973576dd053d2082d2d145483a0b24de532cdc	a2aa3815647cc73814b6af9566973576dd053d2082d2d145483a0b24de532cdc	a2aa3815647cc73814b6af9566973576dd053d2082d2d145483a0b24de532cdc	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	pdeu.f	fortran-source	fce90edea29f2186402d31826d98c41cc1ea7a2d1c149bf748b05b8af1c3c648	fce90edea29f2186402d31826d98c41cc1ea7a2d1c149bf748b05b8af1c3c648	fce90edea29f2186402d31826d98c41cc1ea7a2d1c149bf748b05b8af1c3c648	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	pdsd	other	494f732b1c92ce5e5dd0ba1af8235a9557087456106ed81e00981b1c02f75f72	494f732b1c92ce5e5dd0ba1af8235a9557087456106ed81e00981b1c02f75f72	494f732b1c92ce5e5dd0ba1af8235a9557087456106ed81e00981b1c02f75f72	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	pidsaid.f	fortran-source	472b5140f27f25d7b8b9ebf98e68603c0d90052f06e99a0144ff8f70e11858eb	472b5140f27f25d7b8b9ebf98e68603c0d90052f06e99a0144ff8f70e11858eb	472b5140f27f25d7b8b9ebf98e68603c0d90052f06e99a0144ff8f70e11858eb	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	pidu.f	fortran-source	76f22dadebc448921749a91e7a0427178691f65363b64892a087fa3534bc9daa	76f22dadebc448921749a91e7a0427178691f65363b64892a087fa3534bc9daa	76f22dadebc448921749a91e7a0427178691f65363b64892a087fa3534bc9daa	identical-all-three	active-canonical-source	none-no-variant-delta
top-level	pn1.f	fortran-source	f8cdd84a5abc2318219f745f4c57b37bf44de80b8e1731a54c7115fc88818370	f8cdd84a5abc2318219f745f4c57b37bf44de80b8e1731a54c7115fc88818370	f8cdd84a5abc2318219f745f4c57b37bf44de80b8e1731a54c7115fc88818370	identical-all-three	active-canonical-source	none-no-variant-delta
